femaleID,year,annual_density_cat,annual_density,broodID,plotID,CS,stzCS
1,1994,0.33,0.33,109,2,9,0
2,1994,0.33,0.33,159,2,10,0.6
2,1995,0.36,0.36,368,2,9,0
3,1994,0.33,0.33,136,2,10,0.6
3,1995,0.36,0.36,347,2,11,1.2
4,1994,0.33,0.33,296,7,11,1.2
5,1994,0.33,0.33,259,6,9,0
6,1994,0.33,0.33,272,7,15,3.61
7,1994,0.33,0.33,152,2,10,0.6
7,1995,0.36,0.36,362,2,11,1.2
8,1994,0.33,0.33,171,2,9,0
9,1994,0.33,0.33,234,4,10,0.6
9,1995,0.36,0.36,438,4,9,0
10,1994,0.33,0.33,119,2,9,0
11,1994,0.33,0.33,92,1,9,0
11,1995,0.36,0.36,326,2,9,0
12,1994,0.33,0.33,97,1,11,1.2
13,1994,0.33,0.33,94,1,9,0
14,1994,0.33,0.33,95,1,10,0.6
15,1994,0.33,0.33,206,4,9,0
16,1994,0.33,0.33,229,4,9,0
17,1994,0.33,0.33,305,8,11,1.2
18,1994,0.33,0.33,107,2,11,1.2
18,1995,0.36,0.36,320,2,4,-3.01
19,1994,0.33,0.33,106,2,11,1.2
20,1994,0.33,0.33,122,2,10,0.6
20,1995,0.36,0.36,335,2,9,0
21,1994,0.33,0.33,105,2,10,0.6
21,1995,0.36,0.36,316,2,9,0
22,1994,0.33,0.33,114,2,9,0
23,1994,0.33,0.33,116,2,11,1.2
23,1995,0.36,0.36,376,2,10,0.6
24,1994,0.33,0.33,124,2,12,1.81
25,1994,0.33,0.33,131,2,10,0.6
26,1994,0.33,0.33,123,2,11,1.2
27,1994,0.33,0.33,132,2,10,0.6
27,1995,0.36,0.36,343,2,10,0.6
28,1994,0.33,0.33,128,2,10,0.6
29,1994,0.33,0.33,146,2,12,1.81
29,1995,0.36,0.36,355,2,12,1.81
30,1994,0.33,0.33,148,2,9,0
30,1995,0.36,0.36,346,2,9,0
31,1994,0.33,0.33,248,5,10,0.6
32,1994,0.33,0.33,150,2,10,0.6
32,1995,0.36,0.36,358,2,9,0
33,1994,0.33,0.33,135,2,12,1.81
33,1995,0.36,0.36,345,2,10,0.6
34,1994,0.33,0.33,170,2,12,1.81
35,1994,0.33,0.33,154,2,10,0.6
35,1995,0.36,0.36,360,2,12,1.81
36,1994,0.33,0.33,187,3,10,0.6
36,1995,0.36,0.36,400,3,10,0.6
36,1996,0.38,0.38,638,3,8,-0.6
37,1994,0.33,0.33,182,2,9,0
38,1994,0.33,0.33,160,2,8,-0.6
38,1995,0.36,0.36,367,2,10,0.6
39,1994,0.33,0.33,162,2,10,0.6
40,1994,0.33,0.33,184,2,11,1.2
41,1994,0.33,0.33,158,2,11,1.2
42,1994,0.33,0.33,151,2,9,0
42,1995,0.36,0.36,371,2,9,0
42,1996,0.38,0.38,611,2,7,-1.2
43,1994,0.33,0.33,103,2,10,0.6
44,1994,0.33,0.33,202,4,8,-0.6
45,1994,0.33,0.33,205,4,11,1.2
45,1995,0.36,0.36,405,4,8,-0.6
45,1996,0.38,0.38,647,4,8,-0.6
45,1997,0.4,0.4,881,4,8,-0.6
45,1999,0.49,0.49,1335,4,7,-1.2
46,1994,0.33,0.33,214,4,10,0.6
46,1995,0.36,0.36,483,4,9,0
46,1997,0.4,0.4,894,4,8,-0.6
46,1998,0.37,0.37,1119,4,9,0
47,1994,0.33,0.33,275,7,11,1.2
48,1994,0.33,0.33,268,7,11,1.2
49,1994,0.33,0.33,228,4,9,0
49,1995,0.36,0.36,434,4,8,-0.6
49,1996,0.38,0.38,675,4,6,-1.81
49,1997,0.4,0.4,911,4,8,-0.6
50,1994,0.33,0.33,231,4,9,0
50,1995,0.36,0.36,439,4,9,0
51,1994,0.33,0.33,236,4,10,0.6
52,1994,0.33,0.33,283,7,12,1.81
53,1994,0.33,0.33,297,7,13,2.41
53,1995,0.36,0.36,475,7,14,3.01
53,1996,0.38,0.38,719,7,12,1.81
53,1997,0.4,0.4,960,7,12,1.81
54,1994,0.33,0.33,240,5,10,0.6
55,1994,0.33,0.33,264,7,11,1.2
56,1994,0.33,0.33,290,7,14,3.01
57,1994,0.33,0.33,266,7,14,3.01
57,1995,0.36,0.36,455,7,12,1.81
58,1994,0.33,0.33,227,4,10,0.6
58,1995,0.36,0.36,427,4,11,1.2
59,1994,0.33,0.33,180,2,9,0
60,1994,0.33,0.33,172,2,10,0.6
61,1994,0.33,0.33,134,2,10,0.6
62,1994,0.33,0.33,165,2,11,1.2
63,1994,0.33,0.33,175,2,13,2.41
64,1994,0.33,0.33,141,2,12,1.81
64,1995,0.36,0.36,350,2,11,1.2
65,1994,0.33,0.33,235,4,10,0.6
66,1994,0.33,0.33,246,5,9,0
67,1994,0.33,0.33,89,2,8,-0.6
68,1995,0.36,0.36,432,4,9,0
68,1996,0.38,0.38,662,4,7,-1.2
68,1997,0.4,0.4,898,4,6,-1.81
68,1998,0.37,0.37,1127,4,10,0.6
68,1999,0.49,0.49,1351,4,8,-0.6
69,1994,0.33,0.33,244,5,9,0
70,1994,0.33,0.33,242,5,11,1.2
71,1994,0.33,0.33,238,5,12,1.81
71,1995,0.36,0.36,442,5,11,1.2
72,1994,0.33,0.33,188,3,11,1.2
73,1994,0.33,0.33,260,6,13,2.41
74,1994,0.33,0.33,295,7,13,2.41
74,1995,0.36,0.36,389,2,11,1.2
75,1994,0.33,0.33,271,7,12,1.81
76,1994,0.33,0.33,200,4,11,1.2
76,1995,0.36,0.36,403,4,10,0.6
77,1994,0.33,0.33,221,4,12,1.81
77,1995,0.36,0.36,420,4,12,1.81
78,1994,0.33,0.33,230,4,10,0.6
79,1994,0.33,0.33,237,4,11,1.2
79,1995,0.36,0.36,410,4,10,0.6
80,1994,0.33,0.33,88,2,9,0
81,1994,0.33,0.33,286,7,12,1.81
81,1995,0.36,0.36,474,7,12,1.81
82,1995,0.36,0.36,478,8,12,1.81
83,1994,0.33,0.33,285,7,10,0.6
84,1995,0.36,0.36,449,5,9,0
85,1995,0.36,0.36,477,7,12,1.81
85,1996,0.38,0.38,715,7,11,1.2
86,1994,0.33,0.33,256,5,8,-0.6
87,1994,0.33,0.33,176,2,11,1.2
88,1995,0.36,0.36,402,4,9,0
89,1995,0.36,0.36,314,1,11,1.2
90,1995,0.36,0.36,357,2,9,0
90,1996,0.38,0.38,594,2,9,0
90,1997,0.4,0.4,827,2,9,0
90,1998,0.37,0.37,1059,2,10,0.6
91,1995,0.36,0.36,447,5,10,0.6
92,1995,0.36,0.36,315,2,10,0.6
93,1995,0.36,0.36,354,2,9,0
93,1996,0.38,0.38,596,2,9,0
94,1995,0.36,0.36,330,2,9,0
95,1995,0.36,0.36,313,1,14,3.01
96,1995,0.36,0.36,401,4,10,0.6
97,1995,0.36,0.36,377,2,9,0
98,1995,0.36,0.36,444,5,10,0.6
99,1995,0.36,0.36,322,2,10,0.6
100,1995,0.36,0.36,393,3,9,0
100,1996,0.38,0.38,632,3,10,0.6
100,1997,0.4,0.4,870,3,5,-2.41
100,1998,0.37,0.37,1089,3,9,0
101,1995,0.36,0.36,399,3,11,1.2
102,1995,0.36,0.36,404,4,8,-0.6
103,1995,0.36,0.36,365,2,9,0
104,1995,0.36,0.36,423,4,8,-0.6
105,1995,0.36,0.36,364,2,9,0
105,1996,0.38,0.38,602,2,9,0
105,1997,0.4,0.4,844,2,10,0.6
105,1998,0.37,0.37,1060,2,10,0.6
106,1995,0.36,0.36,397,3,8,-0.6
106,1996,0.38,0.38,637,3,8,-0.6
107,1995,0.36,0.36,344,2,11,1.2
108,1995,0.36,0.36,429,4,9,0
108,1996,0.38,0.38,668,4,8,-0.6
109,1995,0.36,0.36,328,2,7,-1.2
110,1995,0.36,0.36,340,2,11,1.2
111,1995,0.36,0.36,448,5,10,0.6
112,1995,0.36,0.36,450,6,11,1.2
112,1996,0.38,0.38,691,6,12,1.81
113,1995,0.36,0.36,430,4,11,1.2
114,1995,0.36,0.36,425,4,10,0.6
114,1996,0.38,0.38,665,4,8,-0.6
114,1997,0.4,0.4,901,4,10,0.6
115,1995,0.36,0.36,327,2,10,0.6
116,1995,0.36,0.36,414,4,10,0.6
117,1995,0.36,0.36,406,4,9,0
117,1996,0.38,0.38,646,4,9,0
118,1995,0.36,0.36,454,6,10,0.6
118,1996,0.38,0.38,696,7,12,1.81
119,1995,0.36,0.36,390,3,11,1.2
119,1996,0.38,0.38,770,3,9,0
119,1997,0.4,0.4,868,3,11,1.2
120,1995,0.36,0.36,398,3,9,0
121,1995,0.36,0.36,417,4,7,-1.2
121,1997,0.4,0.4,892,4,12,1.81
122,1995,0.36,0.36,383,2,11,1.2
123,1995,0.36,0.36,311,1,9,0
124,1995,0.36,0.36,319,2,10,0.6
125,1995,0.36,0.36,468,7,9,0
126,1995,0.36,0.36,433,4,7,-1.2
127,1995,0.36,0.36,395,3,9,0
127,1996,0.38,0.38,635,3,7,-1.2
127,1997,0.4,0.4,874,3,7,-1.2
127,1998,0.37,0.37,1095,3,9,0
128,1995,0.36,0.36,317,2,9,0
129,1996,0.38,0.38,619,2,10,0.6
129,1997,0.4,0.4,846,2,10,0.6
130,1995,0.36,0.36,318,2,7,-1.2
131,1995,0.36,0.36,467,7,12,1.81
132,1995,0.36,0.36,424,4,11,1.2
132,1996,0.38,0.38,667,4,9,0
133,1995,0.36,0.36,415,4,9,0
133,1996,0.38,0.38,655,4,7,-1.2
133,1997,0.4,0.4,895,4,12,1.81
133,1998,0.37,0.37,1115,4,8,-0.6
134,1995,0.36,0.36,458,7,12,1.81
135,1995,0.36,0.36,480,8,10,0.6
136,1995,0.36,0.36,469,7,11,1.2
137,1995,0.36,0.36,374,2,12,1.81
137,1996,0.38,0.38,615,2,11,1.2
138,1995,0.36,0.36,381,2,9,0
139,1995,0.36,0.36,348,2,11,1.2
139,1996,0.38,0.38,587,2,11,1.2
140,1995,0.36,0.36,411,4,9,0
141,1995,0.36,0.36,307,2,10,0.6
142,1995,0.36,0.36,332,2,9,0
143,1995,0.36,0.36,452,6,11,1.2
144,1995,0.36,0.36,464,7,9,0
144,1996,0.38,0.38,702,7,10,0.6
145,1995,0.36,0.36,413,4,12,1.81
146,1995,0.36,0.36,443,5,11,1.2
147,1995,0.36,0.36,440,4,10,0.6
147,1996,0.38,0.38,680,4,8,-0.6
148,1995,0.36,0.36,309,2,8,-0.6
148,1996,0.38,0.38,538,2,5,-2.41
149,1996,0.38,0.38,624,2,7,-1.2
150,1996,0.38,0.38,606,2,8,-0.6
151,1996,0.38,0.38,617,2,8,-0.6
152,1997,0.4,0.4,944,7,11,1.2
153,1996,0.38,0.38,709,7,10,0.6
154,1996,0.38,0.38,716,7,10,0.6
155,1996,0.38,0.38,700,7,12,1.81
156,1996,0.38,0.38,575,2,10,0.6
157,1996,0.38,0.38,589,2,11,1.2
157,1997,0.4,0.4,833,2,10,0.6
157,1998,0.37,0.37,1047,2,11,1.2
157,1999,0.49,0.49,1284,2,10,0.6
158,1996,0.38,0.38,609,2,10,0.6
159,1996,0.38,0.38,567,2,9,0
159,1997,0.4,0.4,803,2,9,0
159,1999,0.49,0.49,1268,2,5,-2.41
160,1996,0.38,0.38,569,2,9,0
161,1997,0.4,0.4,811,2,9,0
162,1996,0.38,0.38,692,6,12,1.81
162,1997,0.4,0.4,932,6,13,2.41
163,1996,0.38,0.38,693,6,12,1.81
163,1997,0.4,0.4,933,6,11,1.2
164,1996,0.38,0.38,701,7,10,0.6
165,1996,0.38,0.38,559,2,9,0
165,1997,0.4,0.4,797,2,9,0
165,1998,0.37,0.37,1017,2,8,-0.6
166,1996,0.38,0.38,639,3,7,-1.2
167,1996,0.38,0.38,721,7,11,1.2
168,1996,0.38,0.38,565,2,11,1.2
169,1996,0.38,0.38,566,2,8,-0.6
169,1997,0.4,0.4,804,2,9,0
170,1996,0.38,0.38,671,4,11,1.2
171,1996,0.38,0.38,640,3,8,-0.6
172,1996,0.38,0.38,604,2,9,0
173,1996,0.38,0.38,545,1,9,0
174,1997,0.4,0.4,927,5,8,-0.6
175,1996,0.38,0.38,659,4,4,-3.01
175,1997,0.4,0.4,893,4,8,-0.6
176,1996,0.38,0.38,540,2,10,0.6
177,1996,0.38,0.38,673,4,7,-1.2
177,1997,0.4,0.4,918,4,11,1.2
177,1998,0.37,0.37,1141,4,12,1.81
178,1996,0.38,0.38,710,7,13,2.41
179,1996,0.38,0.38,648,4,7,-1.2
179,1997,0.4,0.4,899,4,8,-0.6
180,1997,0.4,0.4,785,2,10,0.6
180,1998,0.37,0.37,1001,1,11,1.2
180,1999,0.49,0.49,1244,1,10,0.6
181,1996,0.38,0.38,557,2,7,-1.2
181,1997,0.4,0.4,795,2,6,-1.81
182,1996,0.38,0.38,663,4,7,-1.2
183,1996,0.38,0.38,644,4,5,-2.41
183,1997,0.4,0.4,883,4,7,-1.2
183,1998,0.37,0.37,1101,4,7,-1.2
183,1999,0.49,0.49,1336,4,7,-1.2
184,1996,0.38,0.38,685,5,7,-1.2
185,1996,0.38,0.38,552,2,7,-1.2
186,1996,0.38,0.38,581,2,9,0
187,1997,0.4,0.4,876,3,11,1.2
187,1998,0.37,0.37,1113,4,10,0.6
188,1997,0.4,0.4,779,1,10,0.6
188,1998,0.37,0.37,1000,1,11,1.2
189,1996,0.38,0.38,584,2,6,-1.81
189,1997,0.4,0.4,818,2,7,-1.2
189,1998,0.37,0.37,1042,2,11,1.2
190,1996,0.38,0.38,622,2,7,-1.2
190,1997,0.4,0.4,859,2,8,-0.6
190,1998,0.37,0.37,1079,2,10,0.6
190,1999,0.49,0.49,1313,2,7,-1.2
191,1997,0.4,0.4,848,2,9,0
192,1996,0.38,0.38,560,2,7,-1.2
193,1996,0.38,0.38,708,7,10,0.6
194,1996,0.38,0.38,563,2,9,0
195,1996,0.38,0.38,553,2,9,0
196,1997,0.4,0.4,783,2,10,0.6
197,1996,0.38,0.38,718,7,9,0
197,1997,0.4,0.4,956,7,11,1.2
198,1996,0.38,0.38,600,2,9,0
198,1997,0.4,0.4,840,2,10,0.6
198,1998,0.37,0.37,1061,2,10,0.6
198,1999,0.49,0.49,1279,2,8,-0.6
199,1996,0.38,0.38,597,2,9,0
199,1997,0.4,0.4,836,2,10,0.6
200,1996,0.38,0.38,687,5,9,0
201,1996,0.38,0.38,626,2,10,0.6
202,1997,0.4,0.4,832,2,10,0.6
203,1996,0.38,0.38,694,6,9,0
203,1997,0.4,0.4,934,6,11,1.2
204,1996,0.38,0.38,714,7,9,0
205,1996,0.38,0.38,698,7,11,1.2
206,1996,0.38,0.38,726,8,11,1.2
207,1996,0.38,0.38,682,4,7,-1.2
208,1997,0.4,0.4,920,4,10,0.6
208,1998,0.37,0.37,1140,4,9,0
208,1999,0.49,0.49,1366,4,8,-0.6
209,1996,0.38,0.38,660,4,7,-1.2
210,1996,0.38,0.38,641,4,10,0.6
210,1997,0.4,0.4,889,4,12,1.81
210,1998,0.37,0.37,1108,4,12,1.81
210,1999,0.49,0.49,1334,4,13,2.41
210,2000,0.43,0.43,1576,4,12,1.81
211,1996,0.38,0.38,686,5,11,1.2
211,1997,0.4,0.4,926,5,10,0.6
211,1998,0.37,0.37,1146,5,15,3.61
211,1999,0.49,0.49,1370,5,10,0.6
212,1996,0.38,0.38,725,8,11,1.2
212,1997,0.4,0.4,965,8,7,-1.2
212,1998,0.37,0.37,1171,8,8,-0.6
213,1996,0.38,0.38,695,6,14,3.01
214,1996,0.38,0.38,711,7,7,-1.2
215,1996,0.38,0.38,705,7,8,-0.6
216,1996,0.38,0.38,549,2,8,-0.6
217,1996,0.38,0.38,568,2,9,0
218,1996,0.38,0.38,547,2,9,0
218,1997,0.4,0.4,778,1,8,-0.6
218,1998,0.37,0.37,1004,2,9,0
219,1996,0.38,0.38,649,4,6,-1.81
220,1996,0.38,0.38,651,4,10,0.6
220,1997,0.4,0.4,890,4,10,0.6
220,1998,0.37,0.37,1109,4,11,1.2
220,1999,0.49,0.49,1343,4,10,0.6
221,1996,0.38,0.38,679,4,10,0.6
221,1997,0.4,0.4,919,4,13,2.41
221,1998,0.37,0.37,1136,4,12,1.81
221,1999,0.49,0.49,1365,4,13,2.41
221,2000,0.43,0.43,1606,4,12,1.81
222,1996,0.38,0.38,657,4,9,0
222,1997,0.4,0.4,887,4,12,1.81
222,1998,0.37,0.37,1129,4,12,1.81
223,1997,0.4,0.4,915,4,9,0
224,1996,0.38,0.38,684,5,11,1.2
225,1996,0.38,0.38,631,3,4,-3.01
226,1996,0.38,0.38,585,2,9,0
227,1996,0.38,0.38,683,5,15,3.61
228,1996,0.38,0.38,607,2,6,-1.81
229,1996,0.38,0.38,627,2,15,3.61
230,1997,0.4,0.4,938,7,9,0
231,1997,0.4,0.4,930,5,13,2.41
232,1997,0.4,0.4,794,2,10,0.6
233,1997,0.4,0.4,866,2,9,0
233,1999,0.49,0.49,1314,2,15,3.61
234,1997,0.4,0.4,963,8,11,1.2
234,1998,0.37,0.37,1168,8,11,1.2
234,1999,0.49,0.49,1394,8,10,0.6
235,1997,0.4,0.4,862,2,11,1.2
236,1997,0.4,0.4,946,7,10,0.6
237,1997,0.4,0.4,878,3,9,0
237,1998,0.37,0.37,1096,3,7,-1.2
238,1998,0.37,0.37,1036,2,8,-0.6
239,1997,0.4,0.4,776,2,10,0.6
239,1998,0.37,0.37,997,2,10,0.6
240,1998,0.37,0.37,1008,2,8,-0.6
240,1999,0.49,0.49,1247,2,8,-0.6
240,2000,0.43,0.43,1470,2,9,0
241,1997,0.4,0.4,937,7,10,0.6
242,1997,0.4,0.4,942,7,11,1.2
243,1997,0.4,0.4,851,2,9,0
243,1998,0.37,0.37,1072,2,10,0.6
244,1998,0.37,0.37,1058,2,10,0.6
244,1999,0.49,0.49,1295,2,9,0
244,2000,0.43,0.43,1518,2,10,0.6
244,2001,0.42,0.42,1767,2,9,0
244,2003,0.5,0.5,2290,2,10,0.6
245,1997,0.4,0.4,780,1,8,-0.6
246,1997,0.4,0.4,914,4,9,0
246,1998,0.37,0.37,1116,4,12,1.81
247,1997,0.4,0.4,782,1,10,0.6
248,1997,0.4,0.4,885,4,10,0.6
248,1998,0.37,0.37,1106,4,10,0.6
248,1999,0.49,0.49,1347,4,8,-0.6
249,1997,0.4,0.4,822,2,8,-0.6
250,1997,0.4,0.4,793,2,9,0
250,1998,0.37,0.37,1027,2,12,1.81
251,1997,0.4,0.4,908,4,9,0
252,1998,0.37,0.37,1125,4,11,1.2
252,1999,0.49,0.49,1354,4,10,0.6
253,1998,0.37,0.37,998,2,8,-0.6
254,1997,0.4,0.4,808,2,11,1.2
255,1997,0.4,0.4,928,5,10,0.6
256,1997,0.4,0.4,792,2,11,1.2
257,1997,0.4,0.4,929,5,10,0.6
258,1998,0.37,0.37,996,2,10,0.6
259,1997,0.4,0.4,931,6,13,2.41
260,1997,0.4,0.4,819,2,7,-1.2
261,1997,0.4,0.4,950,7,9,0
262,1997,0.4,0.4,964,8,11,1.2
263,1998,0.37,0.37,1148,5,10,0.6
264,1997,0.4,0.4,951,7,9,0
265,1997,0.4,0.4,941,7,9,0
266,1997,0.4,0.4,777,2,10,0.6
267,1997,0.4,0.4,916,4,8,-0.6
267,1998,0.37,0.37,1135,4,9,0
268,1997,0.4,0.4,781,1,9,0
268,1998,0.37,0.37,1037,2,12,1.81
269,1997,0.4,0.4,952,7,11,1.2
270,1997,0.4,0.4,922,4,7,-1.2
271,1997,0.4,0.4,939,7,9,0
272,1997,0.4,0.4,940,7,11,1.2
273,1997,0.4,0.4,880,4,9,0
274,1997,0.4,0.4,902,4,6,-1.81
274,1998,0.37,0.37,1120,4,8,-0.6
274,1999,0.49,0.49,1350,4,6,-1.81
274,2000,0.43,0.43,1587,4,8,-0.6
275,1997,0.4,0.4,863,2,9,0
276,1997,0.4,0.4,935,6,14,3.01
277,1997,0.4,0.4,879,3,10,0.6
278,1997,0.4,0.4,873,3,9,0
278,1998,0.37,0.37,1090,3,10,0.6
279,1997,0.4,0.4,824,2,15,3.61
280,1997,0.4,0.4,842,2,9,0
281,1997,0.4,0.4,924,5,8,-0.6
282,1997,0.4,0.4,872,3,8,-0.6
282,1998,0.37,0.37,1092,3,9,0
283,1997,0.4,0.4,877,3,9,0
284,1997,0.4,0.4,801,2,10,0.6
285,1997,0.4,0.4,802,2,11,1.2
285,1998,0.37,0.37,1034,2,12,1.81
285,1999,0.49,0.49,1277,2,8,-0.6
285,2001,0.42,0.42,1753,2,10,0.6
286,1997,0.4,0.4,831,2,9,0
286,1998,0.37,0.37,1051,2,10,0.6
287,1997,0.4,0.4,807,2,12,1.81
288,1997,0.4,0.4,791,2,9,0
289,1997,0.4,0.4,788,2,8,-0.6
290,1997,0.4,0.4,913,4,9,0
290,1998,0.37,0.37,1132,4,10,0.6
290,1999,0.49,0.49,1363,4,10,0.6
291,1997,0.4,0.4,875,3,9,0
291,1998,0.37,0.37,1094,3,8,-0.6
292,1997,0.4,0.4,886,4,12,1.81
292,1998,0.37,0.37,1105,4,10,0.6
293,1997,0.4,0.4,923,5,11,1.2
294,1997,0.4,0.4,856,2,8,-0.6
295,1997,0.4,0.4,855,2,11,1.2
296,1999,0.49,0.49,1252,2,9,0
297,1998,0.37,0.37,1074,2,9,0
297,1999,0.49,0.49,1321,2,11,1.2
298,1998,0.37,0.37,1002,1,11,1.2
298,1999,0.49,0.49,1245,1,11,1.2
299,2001,0.42,0.42,1847,4,9,0
300,1998,0.37,0.37,1083,2,9,0
301,1998,0.37,0.37,1091,3,9,0
301,1999,0.49,0.49,1332,3,12,1.81
301,2000,0.43,0.43,1572,4,10,0.6
302,1998,0.37,0.37,1015,2,11,1.2
302,1999,0.49,0.49,1256,2,9,0
303,1998,0.37,0.37,1019,2,12,1.81
303,1999,0.49,0.49,1261,2,11,1.2
303,2001,0.42,0.42,1761,2,9,0
303,2002,0.45,0.45,1983,2,12,1.81
304,1998,0.37,0.37,1005,2,8,-0.6
304,2000,0.43,0.43,1472,2,11,1.2
305,1998,0.37,0.37,1134,4,7,-1.2
305,1999,0.49,0.49,1361,4,5,-2.41
305,2000,0.43,0.43,1601,4,7,-1.2
305,2001,0.42,0.42,1857,4,5,-2.41
306,1998,0.37,0.37,1048,2,9,0
307,1998,0.37,0.37,1086,2,10,0.6
308,1998,0.37,0.37,1014,2,10,0.6
308,1999,0.49,0.49,1418,2,9,0
308,2000,0.43,0.43,1479,2,7,-1.2
309,1998,0.37,0.37,1065,2,10,0.6
310,1998,0.37,0.37,1145,5,10,0.6
311,1998,0.37,0.37,1149,5,11,1.2
311,1999,0.49,0.49,1425,5,13,2.41
312,1998,0.37,0.37,1013,2,7,-1.2
313,1998,0.37,0.37,1123,4,8,-0.6
313,1999,0.49,0.49,1349,4,7,-1.2
314,1998,0.37,0.37,1097,3,9,0
315,1998,0.37,0.37,1067,2,7,-1.2
315,1999,0.49,0.49,1307,2,8,-0.6
316,1998,0.37,0.37,1049,2,10,0.6
316,1999,0.49,0.49,1271,2,8,-0.6
317,1998,0.37,0.37,1147,5,10,0.6
318,1998,0.37,0.37,1076,2,8,-0.6
319,1998,0.37,0.37,1144,5,12,1.81
319,1999,0.49,0.49,1434,5,11,1.2
319,2000,0.43,0.43,1615,5,12,1.81
320,1998,0.37,0.37,1167,8,10,0.6
321,1998,0.37,0.37,999,1,12,1.81
322,1999,0.49,0.49,1372,5,8,-0.6
323,1998,0.37,0.37,1009,2,10,0.6
323,1999,0.49,0.49,1251,2,8,-0.6
324,1999,0.49,0.49,1323,3,8,-0.6
324,2000,0.43,0.43,1553,3,9,0
325,1998,0.37,0.37,1128,4,8,-0.6
326,1998,0.37,0.37,1124,4,10,0.6
327,1998,0.37,0.37,1046,2,12,1.81
328,1998,0.37,0.37,1045,2,11,1.2
329,1998,0.37,0.37,1085,2,10,0.6
330,1998,0.37,0.37,1117,4,9,0
331,1999,0.49,0.49,1409,7,10,0.6
332,1998,0.37,0.37,1035,2,12,1.81
333,1998,0.37,0.37,1080,2,10,0.6
333,1999,0.49,0.49,1317,2,9,0
334,1998,0.37,0.37,1098,3,9,0
334,1999,0.49,0.49,1333,3,8,-0.6
335,1998,0.37,0.37,1155,7,13,2.41
336,1998,0.37,0.37,1142,4,9,0
337,1998,0.37,0.37,1026,2,9,0
337,1999,0.49,0.49,1262,2,9,0
338,1998,0.37,0.37,1022,2,11,1.2
339,1998,0.37,0.37,1137,4,11,1.2
339,1999,0.49,0.49,1360,4,10,0.6
340,1998,0.37,0.37,1122,4,9,0
341,1999,0.49,0.49,1259,2,9,0
341,2001,0.42,0.42,1745,2,10,0.6
342,1999,0.49,0.49,1345,4,10,0.6
343,2000,0.43,0.43,1603,4,8,-0.6
344,1999,0.49,0.49,1398,2,10,0.6
345,1999,0.49,0.49,1309,2,9,0
346,1999,0.49,0.49,1308,2,10,0.6
346,2000,0.43,0.43,1542,2,10,0.6
347,1999,0.49,0.49,1311,2,7,-1.2
347,2000,0.43,0.43,1541,2,10,0.6
347,2001,0.42,0.42,1811,2,9,0
347,2005,2.05,2.05,3083,17,7,-1.2
348,1999,0.49,0.49,1264,2,9,0
348,2001,0.42,0.42,1736,2,10,0.6
349,1999,0.49,0.49,1288,2,9,0
350,1999,0.49,0.49,1396,2,7,-1.2
351,1999,0.49,0.49,1280,2,8,-0.6
351,2000,0.43,0.43,1517,2,9,0
351,2001,0.42,0.42,1780,2,9,0
352,1999,0.49,0.49,1255,2,8,-0.6
353,1999,0.49,0.49,1364,4,9,0
354,1999,0.49,0.49,1367,4,8,-0.6
355,1999,0.49,0.49,1291,2,7,-1.2
356,1999,0.49,0.49,1378,7,9,0
357,1999,0.49,0.49,1329,3,8,-0.6
358,1999,0.49,0.49,1382,7,13,2.41
358,2000,0.43,0.43,1630,7,14,3.01
359,1999,0.49,0.49,1297,2,8,-0.6
360,1999,0.49,0.49,1327,3,6,-1.81
360,2000,0.43,0.43,1557,3,9,0
360,2001,0.42,0.42,1817,3,8,-0.6
361,1999,0.49,0.49,1373,5,7,-1.2
362,2000,0.43,0.43,1604,4,12,1.81
363,1999,0.49,0.49,1278,2,10,0.6
364,1999,0.49,0.49,1326,3,7,-1.2
365,1999,0.49,0.49,1341,4,7,-1.2
366,2002,0.45,0.45,1945,2,11,1.2
367,1999,0.49,0.49,1348,4,8,-0.6
368,1999,0.49,0.49,1371,5,8,-0.6
368,2000,0.43,0.43,1614,5,10,0.6
369,1999,0.49,0.49,1258,2,7,-1.2
370,1999,0.49,0.49,1305,2,7,-1.2
371,1999,0.49,0.49,1339,4,8,-0.6
371,2001,0.42,0.42,1830,4,9,0
372,1999,0.49,0.49,1298,2,8,-0.6
373,1999,0.49,0.49,1369,5,6,-1.81
374,1999,0.49,0.49,1243,1,8,-0.6
374,2000,0.43,0.43,1464,1,9,0
375,1999,0.49,0.49,1324,3,7,-1.2
376,1999,0.49,0.49,1362,4,7,-1.2
377,1999,0.49,0.49,1250,2,9,0
378,1999,0.49,0.49,1423,2,10,0.6
378,2000,0.43,0.43,1533,2,9,0
378,2001,0.42,0.42,1778,2,8,-0.6
379,1999,0.49,0.49,1383,7,13,2.41
380,1999,0.49,0.49,1242,1,7,-1.2
381,1999,0.49,0.49,1289,2,10,0.6
382,1999,0.49,0.49,1249,2,9,0
383,1999,0.49,0.49,1241,2,9,0
384,1999,0.49,0.49,1328,3,10,0.6
384,2001,0.42,0.42,1818,3,9,0
385,1999,0.49,0.49,1269,2,7,-1.2
386,1999,0.49,0.49,1282,2,8,-0.6
387,1999,0.49,0.49,1358,4,9,0
387,2000,0.43,0.43,1598,4,11,1.2
388,1999,0.49,0.49,1430,4,6,-1.81
389,1999,0.49,0.49,1431,4,13,2.41
389,2000,0.43,0.43,1583,4,9,0
389,2001,0.42,0.42,1842,4,7,-1.2
390,2000,0.43,0.43,1574,4,8,-0.6
